Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,Foraging_Condition_Kick,Egg_Neglect_Max,Success,Fail_Dead_Parent,Fail_Egg_Neglect_Max,Fail_Egg_Neglect_Cumulative
600,800,500,900,130,47,0,3,0,0.023,0.977,0
600,800,500,900,130,47,0,4,0,0.025,0.975,0
600,800,500,900,130,47,0,5,0,0.03,0.97,0
600,800,500,900,130,47,0,6,0,0.033,0.967,0
600,800,500,900,130,47,0,7,0,0.027,0.972,0.001
600,800,500,900,140,47,0,1,0,0,1,0
600,800,500,900,140,47,0,2,0,0.001,0.999,0
600,800,500,900,140,47,0,3,0,0,1,0
600,800,500,900,140,47,0,4,0.002,0.001,0.997,0
600,800,500,900,140,47,0,5,0.002,0,0.995,0.003
600,800,500,900,140,47,0,6,0.012,0,0.978,0.01
600,800,500,900,140,47,0,7,0.009,0,0.944,0.047
600,800,500,900,150,47,0,1,0.002,0,0.998,0
600,800,500,900,150,47,0,2,0.005,0,0.995,0
600,800,500,900,150,47,0,3,0.036,0,0.964,0
600,800,500,900,150,47,0,4,0.062,0,0.935,0.003
600,800,500,900,150,47,0,5,0.147,0,0.84,0.013
600,800,500,900,150,47,0,6,0.216,0,0.727,0.057
600,800,500,900,150,47,0,7,0.258,0,0.629,0.113
600,800,500,900,160,47,0,1,0.043,0,0.957,0
600,800,500,900,160,47,0,2,0.105,0,0.895,0
600,800,500,900,160,47,0,3,0.246,0,0.754,0
600,800,500,900,160,47,0,4,0.413,0,0.587,0
600,800,500,900,160,47,0,5,0.57,0,0.426,0.004
600,800,500,900,160,47,0,6,0.718,0,0.269,0.013
600,800,500,900,160,47,0,7,0.808,0,0.166,0.026
600,800,500,900,170,47,0,1,0.287,0,0.713,0
600,800,500,900,170,47,0,2,0.441,0,0.559,0
600,800,500,900,170,47,0,3,0.64,0,0.36,0
600,800,500,900,170,47,0,4,0.8,0,0.2,0
600,800,500,900,170,47,0,5,0.92,0,0.08,0
600,800,500,900,170,47,0,6,0.967,0,0.033,0
600,800,500,900,170,47,0,7,0.972,0,0.028,0
600,800,600,700,130,47,0,1,0,0.026,0.974,0
600,800,600,700,130,47,0,2,0,0.024,0.976,0
600,800,600,700,130,47,0,3,0,0.015,0.985,0
600,800,600,700,130,47,0,4,0,0.019,0.981,0
600,800,600,700,130,47,0,5,0,0.022,0.977,0.001
600,800,600,700,130,47,0,6,0,0.017,0.979,0.004
600,800,600,700,130,47,0,7,0,0.017,0.971,0.012
600,800,600,700,140,47,0,1,0,0,1,0
600,800,600,700,140,47,0,2,0.001,0,0.999,0
600,800,600,700,140,47,0,3,0.004,0.002,0.994,0
600,800,600,700,140,47,0,4,0.007,0,0.988,0.005
600,800,600,700,140,47,0,5,0.019,0,0.926,0.055
600,800,600,700,140,47,0,6,0.02,0,0.869,0.111
600,800,600,700,140,47,0,7,0.021,0,0.773,0.206
600,800,600,700,150,47,0,1,0.008,0,0.992,0
600,800,600,700,150,47,0,2,0.026,0,0.974,0
600,800,600,700,150,47,0,3,0.123,0,0.877,0
600,800,600,700,150,47,0,4,0.214,0,0.757,0.029
600,800,600,700,150,47,0,5,0.324,0,0.582,0.094
600,800,600,700,150,47,0,6,0.386,0,0.416,0.198
600,800,600,700,150,47,0,7,0.414,0,0.28,0.306
600,800,600,700,160,47,0,1,0.083,0,0.917,0
600,800,600,700,160,47,0,2,0.289,0,0.711,0
600,800,600,700,160,47,0,3,0.513,0,0.487,0
600,800,600,700,160,47,0,4,0.707,0,0.284,0.009
600,800,600,700,160,47,0,5,0.833,0,0.158,0.009
600,800,600,700,160,47,0,6,0.882,0,0.083,0.035
600,800,600,700,160,47,0,7,0.929,0,0.043,0.028
600,800,600,700,170,47,0,1,0.435,0,0.565,0
600,800,600,700,170,47,0,2,0.694,0,0.306,0
600,800,600,700,170,47,0,3,0.87,0,0.13,0
600,800,600,700,170,47,0,4,0.956,0,0.044,0
600,800,600,700,170,47,0,5,0.984,0,0.016,0
600,800,600,700,170,47,0,6,0.994,0,0.006,0
600,800,600,700,170,47,0,7,0.998,0,0.002,0
600,800,600,800,130,47,0,1,0,0.022,0.978,0
600,800,600,800,130,47,0,2,0,0.019,0.981,0
600,800,600,800,130,47,0,3,0,0.017,0.983,0
600,800,600,800,130,47,0,4,0,0.022,0.978,0
600,800,600,800,130,47,0,5,0,0.021,0.979,0
600,800,600,800,130,47,0,6,0,0.024,0.975,0.001
600,800,600,800,130,47,0,7,0,0.018,0.979,0.003
600,800,600,800,140,47,0,1,0,0,1,0
600,800,600,800,140,47,0,2,0,0,1,0
600,800,600,800,140,47,0,3,0,0,1,0
600,800,600,800,140,47,0,4,0.004,0,0.993,0.003
600,800,600,800,140,47,0,5,0.012,0,0.98,0.008
600,800,600,800,140,47,0,6,0.021,0,0.946,0.033
600,800,600,800,140,47,0,7,0.014,0,0.881,0.105
600,800,600,800,150,47,0,1,0.003,0,0.997,0
600,800,600,800,150,47,0,2,0.018,0,0.982,0
600,800,600,800,150,47,0,3,0.05,0,0.95,0
600,800,600,800,150,47,0,4,0.107,0,0.888,0.005
600,800,600,800,150,47,0,5,0.219,0,0.739,0.042
600,800,600,800,150,47,0,6,0.292,0,0.585,0.123
600,800,600,800,150,47,0,7,0.348,0,0.41,0.242
600,800,600,800,160,47,0,1,0.094,0,0.906,0
600,800,600,800,160,47,0,2,0.203,0,0.797,0
600,800,600,800,160,47,0,3,0.352,0,0.648,0
600,800,600,800,160,47,0,4,0.57,0,0.428,0.002
600,800,600,800,160,47,0,5,0.725,0,0.264,0.011
600,800,600,800,160,47,0,6,0.811,0,0.166,0.023
600,800,600,800,160,47,0,7,0.884,0,0.089,0.027
600,800,600,800,170,47,0,1,0.374,0,0.626,0
600,800,600,800,170,47,0,2,0.592,0,0.408,0
600,800,600,800,170,47,0,3,0.759,0,0.241,0
600,800,600,800,170,47,0,4,0.895,0,0.105,0
600,800,600,800,170,47,0,5,0.953,0,0.047,0
600,800,600,800,170,47,0,6,0.984,0,0.016,0
600,800,600,800,170,47,0,7,0.995,0,0.005,0
600,800,600,900,130,47,0,1,0,0.018,0.982,0
600,800,600,900,130,47,0,2,0,0.017,0.983,0
600,800,600,900,130,47,0,3,0,0.023,0.977,0
600,800,600,900,130,47,0,4,0,0.017,0.983,0
600,800,600,900,130,47,0,5,0,0.011,0.989,0
600,800,600,900,130,47,0,6,0,0.023,0.976,0.001
600,800,600,900,130,47,0,7,0,0.02,0.978,0.002
600,800,600,900,140,47,0,1,0,0,1,0
600,800,600,900,140,47,0,2,0,0.002,0.998,0
600,800,600,900,140,47,0,3,0.001,0,0.999,0
600,800,600,900,140,47,0,4,0.002,0,0.998,0
600,800,600,900,140,47,0,5,0.003,0,0.994,0.003
600,800,600,900,140,47,0,6,0.01,0,0.972,0.018
600,800,600,900,140,47,0,7,0.013,0,0.937,0.05
600,800,600,900,150,47,0,1,0.002,0,0.998,0
600,800,600,900,150,47,0,2,0.007,0,0.993,0
600,800,600,900,150,47,0,3,0.024,0,0.976,0
600,800,600,900,150,47,0,4,0.062,0.001,0.936,0.001
600,800,600,900,150,47,0,5,0.154,0,0.822,0.024
600,800,600,900,150,47,0,6,0.211,0,0.713,0.076
600,800,600,900,150,47,0,7,0.264,0,0.547,0.189
600,800,600,900,160,47,0,1,0.043,0,0.957,0
600,800,600,900,160,47,0,2,0.108,0,0.892,0
600,800,600,900,160,47,0,3,0.245,0,0.755,0
600,800,600,900,160,47,0,4,0.423,0,0.576,0.001
600,800,600,900,160,47,0,5,0.609,0,0.386,0.005
600,800,600,900,160,47,0,6,0.741,0,0.234,0.025
600,800,600,900,160,47,0,7,0.833,0,0.137,0.03
600,800,600,900,170,47,0,1,0.256,0,0.744,0
600,800,600,900,170,47,0,2,0.449,0,0.551,0
600,800,600,900,170,47,0,3,0.67,0,0.33,0
600,800,600,900,170,47,0,4,0.83,0,0.17,0
600,800,600,900,170,47,0,5,0.911,0,0.089,0
600,800,600,900,170,47,0,6,0.954,0,0.046,0
600,800,600,900,170,47,0,7,0.99,0,0.01,0
600,900,400,700,130,47,0,1,0,0.082,0.918,0
600,900,400,700,130,47,0,2,0,0.059,0.941,0
600,900,400,700,130,47,0,3,0.002,0.061,0.937,0
600,900,400,700,130,47,0,4,0,0.066,0.934,0
600,900,400,700,130,47,0,5,0,0.064,0.936,0
600,900,400,700,130,47,0,6,0,0.06,0.94,0
600,900,400,700,130,47,0,7,0,0.07,0.929,0.001
600,900,400,700,140,47,0,1,0,0.005,0.995,0
600,900,400,700,140,47,0,2,0.003,0.003,0.994,0
600,900,400,700,140,47,0,3,0.002,0.005,0.993,0
600,900,400,700,140,47,0,4,0.004,0.006,0.989,0.001
600,900,400,700,140,47,0,5,0.006,0.005,0.989,0
600,900,400,700,140,47,0,6,0.015,0.004,0.972,0.009
600,900,400,700,140,47,0,7,0.025,0.006,0.938,0.031
600,900,400,700,150,47,0,1,0.013,0,0.987,0
600,900,400,700,150,47,0,2,0.029,0,0.971,0
600,900,400,700,150,47,0,3,0.047,0,0.953,0
600,900,400,700,150,47,0,4,0.135,0,0.865,0
600,900,400,700,150,47,0,5,0.169,0,0.826,0.005
600,900,400,700,150,47,0,6,0.262,0,0.721,0.017
600,900,400,700,150,47,0,7,0.338,0,0.603,0.059
600,900,400,700,160,47,0,1,0.15,0,0.85,0
600,900,400,700,160,47,0,2,0.251,0,0.749,0
600,900,400,700,160,47,0,3,0.385,0,0.615,0
600,900,400,700,160,47,0,4,0.523,0,0.477,0
600,900,400,700,160,47,0,5,0.634,0,0.364,0.002
600,900,400,700,160,47,0,6,0.731,0,0.268,0.001
600,900,400,700,160,47,0,7,0.831,0,0.161,0.008
600,900,400,700,170,47,0,1,0.565,0,0.435,0
600,900,400,700,170,47,0,2,0.687,0,0.313,0
600,900,400,700,170,47,0,3,0.805,0,0.195,0
600,900,400,700,170,47,0,4,0.873,0,0.127,0
600,900,400,700,170,47,0,5,0.942,0,0.058,0
600,900,400,700,170,47,0,6,0.973,0,0.027,0
600,900,400,700,170,47,0,7,0.989,0,0.01,0.001
600,900,400,800,130,47,0,1,0,0.069,0.931,0
600,900,400,800,130,47,0,2,0,0.05,0.95,0
600,900,400,800,130,47,0,3,0,0.065,0.935,0
600,900,400,800,130,47,0,4,0,0.053,0.947,0
600,900,400,800,130,47,0,5,0,0.05,0.95,0
600,900,400,800,130,47,0,6,0,0.05,0.95,0
600,900,400,800,130,47,0,7,0.001,0.057,0.942,0
600,900,400,800,140,47,0,1,0,0.005,0.995,0
600,900,400,800,140,47,0,2,0,0.004,0.996,0
600,900,400,800,140,47,0,3,0.003,0.002,0.995,0
600,900,400,800,140,47,0,4,0.001,0.005,0.994,0
600,900,400,800,140,47,0,5,0.004,0.004,0.991,0.001
600,900,400,800,140,47,0,6,0.013,0.004,0.979,0.004
600,900,400,800,140,47,0,7,0.014,0.002,0.969,0.015
600,900,400,800,150,47,0,1,0.002,0,0.998,0
600,900,400,800,150,47,0,2,0.015,0,0.985,0
600,900,400,800,150,47,0,3,0.031,0,0.969,0
600,900,400,800,150,47,0,4,0.063,0,0.937,0
600,900,400,800,150,47,0,5,0.125,0,0.873,0.002
600,900,400,800,150,47,0,6,0.193,0,0.793,0.014
600,900,400,800,150,47,0,7,0.26,0.001,0.701,0.038
600,900,400,800,160,47,0,1,0.107,0,0.893,0
600,900,400,800,160,47,0,2,0.2,0,0.8,0
600,900,400,800,160,47,0,3,0.294,0,0.706,0
600,900,400,800,160,47,0,4,0.415,0,0.585,0
600,900,400,800,160,47,0,5,0.56,0,0.44,0
600,900,400,800,160,47,0,6,0.665,0,0.333,0.002
600,900,400,800,160,47,0,7,0.749,0,0.24,0.011
600,900,400,800,170,47,0,1,0.45,0,0.55,0
600,900,400,800,170,47,0,2,0.582,0,0.418,0
600,900,400,800,170,47,0,3,0.727,0,0.273,0
600,900,400,800,170,47,0,4,0.826,0,0.174,0
600,900,400,800,170,47,0,5,0.921,0,0.079,0
600,900,400,800,170,47,0,6,0.952,0,0.048,0
600,900,400,800,170,47,0,7,0.979,0,0.021,0
600,900,400,900,130,47,0,1,0,0.067,0.933,0
600,900,400,900,130,47,0,2,0,0.057,0.943,0
600,900,400,900,130,47,0,3,0,0.072,0.928,0
600,900,400,900,130,47,0,4,0,0.078,0.922,0
600,900,400,900,130,47,0,5,0,0.068,0.932,0
600,900,400,900,130,47,0,6,0,0.06,0.94,0
600,900,400,900,130,47,0,7,0,0.066,0.934,0
600,900,400,900,140,47,0,1,0,0,1,0
600,900,400,900,140,47,0,2,0,0.002,0.998,0
600,900,400,900,140,47,0,3,0,0.002,0.998,0
600,900,400,900,140,47,0,4,0,0.002,0.998,0
600,900,400,900,140,47,0,5,0.005,0.001,0.994,0
600,900,400,900,140,47,0,6,0.006,0,0.991,0.003
600,900,400,900,140,47,0,7,0.008,0.004,0.984,0.004
600,900,400,900,150,47,0,1,0.003,0,0.997,0
600,900,400,900,150,47,0,2,0.004,0,0.996,0
600,900,400,900,150,47,0,3,0.018,0,0.982,0
600,900,400,900,150,47,0,4,0.039,0,0.961,0
600,900,400,900,150,47,0,5,0.069,0,0.931,0
600,900,400,900,150,47,0,6,0.138,0.002,0.85,0.01
600,900,400,900,150,47,0,7,0.194,0,0.764,0.042
600,900,400,900,160,47,0,1,0.056,0,0.944,0
600,900,400,900,160,47,0,2,0.088,0,0.912,0
600,900,400,900,160,47,0,3,0.189,0,0.811,0
600,900,400,900,160,47,0,4,0.309,0,0.691,0
600,900,400,900,160,47,0,5,0.433,0,0.567,0
600,900,400,900,160,47,0,6,0.579,0,0.419,0.002
600,900,400,900,160,47,0,7,0.668,0,0.318,0.014
600,900,400,900,170,47,0,1,0.296,0,0.704,0
600,900,400,900,170,47,0,2,0.43,0,0.57,0
600,900,400,900,170,47,0,3,0.575,0,0.425,0
600,900,400,900,170,47,0,4,0.669,0,0.331,0
600,900,400,900,170,47,0,5,0.831,0,0.169,0
600,900,400,900,170,47,0,6,0.9,0,0.1,0
600,900,400,900,170,47,0,7,0.953,0,0.047,0
600,900,500,700,130,47,0,1,0,0.03,0.97,0
600,900,500,700,130,47,0,2,0,0.035,0.965,0
600,900,500,700,130,47,0,3,0,0.026,0.974,0
600,900,500,700,130,47,0,4,0,0.034,0.966,0
600,900,500,700,130,47,0,5,0.001,0.031,0.968,0
600,900,500,700,130,47,0,6,0,0.032,0.968,0
600,900,500,700,130,47,0,7,0,0.033,0.964,0.003
600,900,500,700,140,47,0,1,0,0.003,0.997,0
600,900,500,700,140,47,0,2,0,0.002,0.998,0
600,900,500,700,140,47,0,3,0.001,0,0.999,0
600,900,500,700,140,47,0,4,0.005,0,0.994,0.001
600,900,500,700,140,47,0,5,0.002,0,0.991,0.007
600,900,500,700,140,47,0,6,0.011,0.001,0.959,0.029
600,900,500,700,140,47,0,7,0.016,0.001,0.923,0.06
600,900,500,700,150,47,0,1,0.003,0,0.997,0
600,900,500,700,150,47,0,2,0.017,0,0.983,0
600,900,500,700,150,47,0,3,0.051,0,0.949,0
600,900,500,700,150,47,0,4,0.137,0,0.863,0
600,900,500,700,150,47,0,5,0.191,0,0.785,0.024
600,900,500,700,150,47,0,6,0.278,0,0.653,0.069
600,900,500,700,150,47,0,7,0.344,0,0.501,0.155
600,900,500,700,160,47,0,1,0.084,0,0.916,0
600,900,500,700,160,47,0,2,0.178,0,0.822,0
600,900,500,700,160,47,0,3,0.318,0,0.682,0
600,900,500,700,160,47,0,4,0.513,0,0.486,0.001
600,900,500,700,160,47,0,5,0.692,0,0.306,0.002
600,900,500,700,160,47,0,6,0.793,0,0.195,0.012
600,900,500,700,160,47,0,7,0.847,0,0.125,0.028
600,900,500,700,170,47,0,1,0.428,0,0.572,0
600,900,500,700,170,47,0,2,0.607,0,0.393,0
600,900,500,700,170,47,0,3,0.731,0,0.269,0
600,900,500,700,170,47,0,4,0.881,0,0.119,0
600,900,500,700,170,47,0,5,0.954,0,0.046,0
600,900,500,700,170,47,0,6,0.978,0,0.022,0
600,900,500,700,170,47,0,7,0.991,0,0.009,0
600,900,500,800,130,47,0,1,0,0.032,0.968,0
600,900,500,800,130,47,0,2,0,0.039,0.961,0
600,900,500,800,130,47,0,3,0,0.028,0.972,0
600,900,500,800,130,47,0,4,0,0.033,0.967,0
600,900,500,800,130,47,0,5,0,0.034,0.966,0
600,900,500,800,130,47,0,6,0,0.029,0.971,0
600,900,500,800,130,47,0,7,0,0.045,0.955,0
600,900,500,800,140,47,0,1,0,0,1,0
600,900,500,800,140,47,0,2,0,0,1,0
600,900,500,800,140,47,0,3,0.001,0.001,0.998,0
600,900,500,800,140,47,0,4,0,0.001,0.999,0
600,900,500,800,140,47,0,5,0.005,0,0.993,0.002
600,900,500,800,140,47,0,6,0.005,0,0.987,0.008
600,900,500,800,140,47,0,7,0.019,0,0.958,0.023
600,900,500,800,150,47,0,1,0.003,0,0.997,0
600,900,500,800,150,47,0,2,0.014,0,0.986,0
600,900,500,800,150,47,0,3,0.041,0,0.959,0
600,900,500,800,150,47,0,4,0.08,0,0.92,0
600,900,500,800,150,47,0,5,0.135,0,0.861,0.004
600,900,500,800,150,47,0,6,0.206,0,0.762,0.032
600,900,500,800,150,47,0,7,0.254,0,0.653,0.093
600,900,500,800,160,47,0,1,0.094,0,0.906,0
600,900,500,800,160,47,0,2,0.154,0,0.846,0
600,900,500,800,160,47,0,3,0.296,0,0.704,0
600,900,500,800,160,47,0,4,0.434,0,0.566,0
600,900,500,800,160,47,0,5,0.61,0,0.389,0.001
600,900,500,800,160,47,0,6,0.684,0,0.304,0.012
600,900,500,800,160,47,0,7,0.782,0.001,0.199,0.018
600,900,500,800,170,47,0,1,0.391,0,0.609,0
600,900,500,800,170,47,0,2,0.565,0,0.435,0
600,900,500,800,170,47,0,3,0.7,0,0.3,0
600,900,500,800,170,47,0,4,0.818,0,0.182,0
600,900,500,800,170,47,0,5,0.903,0,0.097,0
600,900,500,800,170,47,0,6,0.954,0,0.046,0
600,900,500,800,170,47,0,7,0.981,0,0.019,0
600,900,500,900,130,47,0,1,0,0.024,0.976,0
600,900,500,900,130,47,0,2,0,0.025,0.975,0
600,900,500,900,130,47,0,3,0,0.031,0.969,0
600,900,500,900,130,47,0,4,0,0.039,0.961,0
600,900,500,900,130,47,0,5,0,0.029,0.971,0
600,900,500,900,130,47,0,6,0,0.028,0.972,0
600,900,500,900,130,47,0,7,0,0.028,0.972,0
600,900,500,900,140,47,0,1,0,0.001,0.999,0
600,900,500,900,140,47,0,2,0,0,1,0
600,900,500,900,140,47,0,3,0.001,0.001,0.998,0
600,900,500,900,140,47,0,4,0.001,0,0.999,0
600,900,500,900,140,47,0,5,0.004,0,0.996,0
600,900,500,900,140,47,0,6,0.009,0,0.988,0.003
600,900,500,900,140,47,0,7,0.006,0,0.978,0.016
600,900,500,900,150,47,0,1,0.002,0,0.998,0
600,900,500,900,150,47,0,2,0.008,0.001,0.991,0
600,900,500,900,150,47,0,3,0.019,0,0.981,0
600,900,500,900,150,47,0,4,0.041,0,0.959,0
600,900,500,900,150,47,0,5,0.104,0,0.894,0.002
600,900,500,900,150,47,0,6,0.148,0,0.84,0.012
600,900,500,900,150,47,0,7,0.208,0,0.731,0.061
600,900,500,900,160,47,0,1,0.044,0,0.956,0
600,900,500,900,160,47,0,2,0.125,0,0.875,0
600,900,500,900,160,47,0,3,0.184,0,0.816,0
600,900,500,900,160,47,0,4,0.305,0,0.695,0
600,900,500,900,160,47,0,5,0.457,0,0.542,0.001
600,900,500,900,160,47,0,6,0.614,0,0.379,0.007
600,900,500,900,160,47,0,7,0.707,0,0.268,0.025
600,900,500,900,170,47,0,1,0.28,0,0.72,0
600,900,500,900,170,47,0,2,0.426,0,0.574,0
600,900,500,900,170,47,0,3,0.597,0,0.403,0
600,900,500,900,170,47,0,4,0.732,0,0.268,0
600,900,500,900,170,47,0,5,0.842,0,0.158,0
600,900,500,900,170,47,0,6,0.915,0,0.085,0
600,900,500,900,170,47,0,7,0.964,0,0.036,0
600,900,600,700,130,47,0,1,0,0.022,0.978,0
600,900,600,700,130,47,0,2,0,0.024,0.976,0
600,900,600,700,130,47,0,3,0,0.021,0.979,0
600,900,600,700,130,47,0,4,0,0.017,0.983,0
600,900,600,700,130,47,0,5,0,0.019,0.981,0
600,900,600,700,130,47,0,6,0,0.022,0.974,0.004
600,900,600,700,130,47,0,7,0,0.025,0.969,0.006
600,900,600,700,140,47,0,1,0,0.001,0.999,0
600,900,600,700,140,47,0,2,0.001,0,0.999,0
600,900,600,700,140,47,0,3,0,0,1,0
600,900,600,700,140,47,0,4,0.005,0,0.988,0.007
600,900,600,700,140,47,0,5,0.012,0.001,0.955,0.032
600,900,600,700,140,47,0,6,0.013,0,0.905,0.082
600,900,600,700,140,47,0,7,0.018,0.001,0.793,0.188
600,900,600,700,150,47,0,1,0.001,0,0.999,0
600,900,600,700,150,47,0,2,0.018,0,0.982,0
600,900,600,700,150,47,0,3,0.073,0,0.926,0.001
600,900,600,700,150,47,0,4,0.162,0,0.817,0.021
600,900,600,700,150,47,0,5,0.256,0,0.644,0.1
600,900,600,700,150,47,0,6,0.276,0,0.516,0.208
600,900,600,700,150,47,0,7,0.31,0,0.366,0.324
600,900,600,700,160,47,0,1,0.042,0,0.958,0
600,900,600,700,160,47,0,2,0.192,0,0.808,0
600,900,600,700,160,47,0,3,0.417,0,0.583,0
600,900,600,700,160,47,0,4,0.639,0,0.353,0.008
600,900,600,700,160,47,0,5,0.785,0,0.191,0.024
600,900,600,700,160,47,0,6,0.864,0,0.098,0.038
600,900,600,700,160,47,0,7,0.899,0,0.056,0.045
600,900,600,700,170,47,0,1,0.259,0,0.741,0
600,900,600,700,170,47,0,2,0.556,0,0.444,0
600,900,600,700,170,47,0,3,0.789,0,0.211,0
600,900,600,700,170,47,0,4,0.93,0,0.07,0
600,900,600,700,170,47,0,5,0.966,0,0.034,0
600,900,600,700,170,47,0,6,0.99,0,0.01,0
600,900,600,700,170,47,0,7,0.997,0,0.003,0
600,900,600,800,130,47,0,1,0,0.021,0.979,0
600,900,600,800,130,47,0,2,0,0.016,0.984,0
600,900,600,800,130,47,0,3,0,0.024,0.976,0
600,900,600,800,130,47,0,4,0,0.014,0.986,0
600,900,600,800,130,47,0,5,0,0.011,0.989,0
600,900,600,800,130,47,0,6,0,0.017,0.983,0
600,900,600,800,130,47,0,7,0,0.023,0.977,0
600,900,600,800,140,47,0,1,0,0,1,0
600,900,600,800,140,47,0,2,0,0,1,0
600,900,600,800,140,47,0,3,0,0.001,0.999,0
600,900,600,800,140,47,0,4,0.002,0,0.998,0
600,900,600,800,140,47,0,5,0.008,0,0.989,0.003
600,900,600,800,140,47,0,6,0.007,0.001,0.977,0.015
600,900,600,800,140,47,0,7,0.011,0,0.933,0.056
600,900,600,800,150,47,0,1,0.001,0,0.999,0
600,900,600,800,150,47,0,2,0.013,0,0.987,0
600,900,600,800,150,47,0,3,0.029,0,0.971,0
600,900,600,800,150,47,0,4,0.087,0,0.91,0.003
600,900,600,800,150,47,0,5,0.158,0,0.82,0.022
600,900,600,800,150,47,0,6,0.222,0,0.698,0.08
600,900,600,800,150,47,0,7,0.279,0,0.551,0.17
600,900,600,800,160,47,0,1,0.044,0,0.956,0
600,900,600,800,160,47,0,2,0.121,0,0.879,0
600,900,600,800,160,47,0,3,0.269,0,0.731,0
600,900,600,800,160,47,0,4,0.44,0,0.558,0.002
600,900,600,800,160,47,0,5,0.641,0,0.353,0.006
600,900,600,800,160,47,0,6,0.765,0,0.223,0.012
600,900,600,800,160,47,0,7,0.823,0,0.138,0.039
600,900,600,800,170,47,0,1,0.286,0,0.714,0
600,900,600,800,170,47,0,2,0.429,0,0.571,0
600,900,600,800,170,47,0,3,0.698,0,0.302,0
600,900,600,800,170,47,0,4,0.817,0,0.183,0
600,900,600,800,170,47,0,5,0.913,0,0.087,0
600,900,600,800,170,47,0,6,0.963,0,0.037,0
600,900,600,800,170,47,0,7,0.987,0,0.013,0
600,900,600,900,130,47,0,1,0,0.021,0.979,0
600,900,600,900,130,47,0,2,0,0.011,0.989,0
600,900,600,900,130,47,0,3,0,0.01,0.99,0
600,900,600,900,130,47,0,4,0,0.018,0.982,0
600,900,600,900,130,47,0,5,0,0.012,0.988,0
600,900,600,900,130,47,0,6,0,0.012,0.988,0
600,900,600,900,130,47,0,7,0,0.018,0.982,0
600,900,600,900,140,47,0,1,0,0,1,0
600,900,600,900,140,47,0,2,0,0,1,0
600,900,600,900,140,47,0,3,0.003,0,0.997,0
600,900,600,900,140,47,0,4,0.003,0,0.997,0
600,900,600,900,140,47,0,5,0.001,0,0.996,0.003
600,900,600,900,140,47,0,6,0.007,0,0.982,0.011
600,900,600,900,140,47,0,7,0.006,0,0.973,0.021
600,900,600,900,150,47,0,1,0.001,0,0.999,0
600,900,600,900,150,47,0,2,0.005,0,0.995,0
600,900,600,900,150,47,0,3,0.024,0,0.976,0
600,900,600,900,150,47,0,4,0.065,0,0.934,0.001
600,900,600,900,150,47,0,5,0.101,0,0.886,0.013
600,900,600,900,150,47,0,6,0.154,0,0.807,0.039
600,900,600,900,150,47,0,7,0.217,0,0.682,0.101
600,900,600,900,160,47,0,1,0.033,0,0.967,0
600,900,600,900,160,47,0,2,0.093,0,0.907,0
600,900,600,900,160,47,0,3,0.219,0,0.781,0
600,900,600,900,160,47,0,4,0.337,0,0.663,0
600,900,600,900,160,47,0,5,0.497,0,0.496,0.007
600,900,600,900,160,47,0,6,0.648,0,0.337,0.015
600,900,600,900,160,47,0,7,0.738,0,0.237,0.025
600,900,600,900,170,47,0,1,0.247,0,0.753,0
600,900,600,900,170,47,0,2,0.416,0,0.584,0
600,900,600,900,170,47,0,3,0.598,0,0.402,0
600,900,600,900,170,47,0,4,0.731,0,0.269,0
600,900,600,900,170,47,0,5,0.887,0,0.113,0
600,900,600,900,170,47,0,6,0.934,0,0.066,0
600,900,600,900,170,47,0,7,0.967,0,0.032,0.001
